This file was created by CMPT_ME_BEME_OP_INV_RETS_DAILY using the 201904 CRSP database.,,,,,,,,,,,
The 1-month TBill return is from Ibbotson and Associates, Inc.,,,,,,,,,,
,Mkt-RF_simple,SMB_simple,HML_simple,RMW_simple,CMA_simple,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log
19980707,-0.17,-0.15,0.07,0.06,-0.17,0.018,-0.170144664,-0.150112613,0.069975511,0.059982007,-0.170144664
19980708,0.9,-0.75,-0.54,0.45,-0.63,0.018,0.895974137,-0.752826642,-0.54146327,0.448990527,-0.631992874
19980709,-0.51,0.71,-0.08,0.02,-0.21,0.018,-0.511304939,0.707491367,-0.080032017,0.019998,-0.210220809
19980710,0.31,-0.43,-0.56,0.37,-0.16,0.018,0.309520491,-0.430927159,-0.561573879,0.369317184,-0.160128137
19980713,0.1,-0.05,-0.31,0.17,-0.65,0.018,0.099950033,-0.050012504,-0.310481495,0.169855664,-0.652121699
19980714,0.83,-0.65,-0.15,0.21,0.53,0.018,0.826574442,-0.652121699,-0.150112613,0.209779808,0.528600443
19980715,-0.08,0.74,-0.62,-0.03,-0.67,0.018,-0.080032017,0.737275433,-0.621929981,-0.030004501,-0.672254576
19980716,0.65,-0.37,-0.41,0.17,0.01,0.018,0.64789661,-0.370686193,-0.410842804,0.169855664,0.0099995
19980717,0.2,-0.31,-0.36,-0.16,-0.12,0.018,0.199800266,-0.310481495,-0.360649559,-0.160128137,-0.120072058
19980720,-0.13,0,-0.45,-0.1,-0.17,0.018,-0.130084573,0,-0.451015548,-0.100050033,-0.170144664
19980721,-1.59,0.45,0.87,-0.11,0.69,0.018,-1.602776108,0.448990527,0.866237308,-0.110060544,0.687630394
19980722,-0.28,-0.87,0.17,0.28,0.39,0.018,-0.280392733,-0.873806594,0.169855664,0.27960873,0.389241472
19980723,-2.05,0.26,0.49,0.15,0.54,0.018,-2.07130416,0.259662585,0.488803407,0.149887612,0.538547228
19980724,-0.15,-0.37,-0.46,0.58,0.42,0.018,-0.150112613,-0.370686193,-0.461061256,0.578324476,0.419120462
19980727,0.2,-1.59,0.01,0.45,0.1,0.018,0.199800266,-1.602776108,0.0099995,0.448990527,0.099950033
19980728,-1.5,0.31,0.5,0,0.36,0.018,-1.511363781,0.309520491,0.498754151,0,0.359353551
19980729,-0.46,0.1,0.29,-0.03,0.73,0.018,-0.461061256,0.099950033,0.289580311,-0.030004501,0.727348397
19980730,1.45,-0.93,-0.35,0.02,-0.71,0.018,1.439588028,-0.9343515,-0.350613933,0.019998,-0.712532494
19980731,-1.87,-0.2,0.41,-0.23,0.24,0.018,-1.887705577,-0.200200267,0.40916179,-0.230264906,0.23971246
19980803,-0.87,-0.77,0.66,0.21,0.41,0.02,-0.873806594,-0.772979806,0.657831536,0.209779808,0.40916179
19980804,-3.55,0.74,0.89,0,0.68,0.02,-3.614544664,0.737275433,0.886062843,0,0.677698428
19980805,0.47,-1.27,-0.22,0.55,0.42,0.02,0.468898949,-1.278133436,-0.220242356,0.548493023,0.419120462
19980806,1.07,0.82,-0.53,-0.21,-1.28,0.02,1.06431601,0.816656267,-0.531409482,-0.210220809,-1.288262583
19980807,0.39,1.61,-0.29,-0.85,-0.19,0.02,0.389241472,1.597176951,-0.290421315,-0.853633102,-0.190180729
19980810,-0.59,-0.17,-0.03,-0.22,0.13,0.02,-0.591747376,-0.170144664,-0.030004501,-0.220242356,0.129915573
19980811,-1.66,-0.93,0.11,0.6,0.85,0.02,-1.6739324,-0.9343515,0.109939544,0.598207168,0.846407841
19980812,1.54,0.06,0.04,-0.14,-0.33,0.02,1.528262353,0.059982007,0.039992002,-0.140098092,-0.330545701
19980813,-0.87,-0.18,0.35,0.08,0.31,0.02,-0.873806594,-0.180162195,0.349388925,0.079968017,0.309520491
19980814,-0.96,0.71,0.16,0.27,0.08,0.02,-0.964637705,0.707491367,0.159872136,0.269636155,0.079968017
19980817,1.51,-1.58,-0.72,0.65,-0.42,0.02,1.498712981,-1.592615055,-0.722604509,0.64789661,-0.420884477
19980818,1.61,-0.36,-0.45,-0.23,-0.67,0.02,1.597176951,-0.360649559,-0.451015548,-0.230264906,-0.672254576
19980819,-0.46,-0.76,0.47,-0.36,0.4,0.02,-0.461061256,-0.762902716,0.468898949,-0.360649559,0.399202127
19980820,-0.67,-0.23,-0.1,0.19,0.33,0.02,-0.672254576,-0.230264906,-0.100050033,0.189819728,0.329456695
19980821,-1.16,-0.32,0.06,0.55,0.75,0.02,-1.166780487,-0.320513095,0.059982007,0.548493023,0.747201484
19980824,0.38,-1.12,0.23,0.27,0.42,0.02,0.379279824,-1.126319228,0.229735905,0.269636155,0.419120462
19980825,0.21,-1.2,-0.27,0.24,-0.21,0.02,0.209779808,-1.207258123,-0.270365157,0.23971246,-0.210220809
19980826,-1.09,-1.35,-0.08,0.64,0.64,0.02,-1.095984024,-1.359195352,-0.080032017,0.637960696,0.637960696
19980827,-3.92,0.18,0.25,0.32,1.07,0.02,-3.998900822,0.179838194,0.24968802,0.31948909,1.06431601
19980828,-1.7,-0.34,1.05,0.81,1.15,0.02,-1.714615883,-0.340579313,1.044525786,0.806737108,1.143437763
19980831,-6.71,0.44,2.43,0.8,2.24,0.02,-6.945726502,0.43903483,2.400945246,0.796816965,2.215280464
19980901,3.56,-0.98,-1.79,0,-0.78,0.022,3.49809689,-0.984833605,-1.806214282,0,-0.783057912
19980902,-0.02,1.24,-0.15,-1,-0.88,0.022,-0.020002,1.232374969,-0.150112613,-1.005033585,-0.883894867
19980903,-1.09,-0.54,-0.21,0.4,0.67,0.022,-1.095984024,-0.54146327,-0.210220809,0.399202127,0.667765475
19980904,-0.78,0.97,0.01,0.14,0.56,0.022,-0.783057912,0.965325703,0.0099995,0.139902091,0.558437829
19980908,4.92,-1.3,-1.89,-0.19,-1.57,0.022,4.802796901,-1.308523955,-1.908088781,-0.190180729,-1.582455035
19980909,-1.77,-0.42,1.17,0.17,0.63,0.022,-1.78585183,-0.420884477,1.163208423,0.169855664,0.628023796
19980910,-2.52,0.25,0.69,-0.08,0.57,0.022,-2.552295723,0.24968802,0.687630394,-0.080032017,0.568381647
19980911,2.67,-0.49,-1.26,0.7,-1.33,0.022,2.634977532,-0.491204436,-1.268005316,0.697561374,-1.338923712
19980914,2.04,-1.15,0.03,-0.31,-0.53,0.022,2.019470729,-1.156663637,0.029995501,-0.310481495,-0.531409482
19980915,0.72,-1.06,0.78,-0.08,-0.03,0.022,0.717420375,-1.065658019,0.776973726,-0.080032017,-0.030004501
19980916,0.84,-0.34,-0.23,-0.64,-0.34,0.022,0.836491633,-0.340579313,-0.230264906,-0.64205678,-0.340579313
19980917,-2.35,1.2,0.6,-0.22,0.43,0.022,-2.378052867,1.192857087,0.598207168,-0.220242356,0.429078142
19980918,0.41,1.38,-0.31,0.22,0.07,0.022,0.40916179,1.370564706,-0.310481495,0.219758354,0.069975511
19980921,0.19,-0.65,-0.32,-0.25,-0.02,0.022,0.189819728,-0.652121699,-0.320513095,-0.250313022,-0.020002
19980922,0.7,0.47,-0.61,-0.13,-0.47,0.022,0.697561374,0.468898949,-0.611868101,-0.130084573,-0.471107973
19980923,3.24,-1.59,-0.82,-0.25,-1.11,0.022,3.188618886,-1.602776108,-0.823380493,-0.250313022,-1.116206471
19980924,-2.05,0.92,0.61,-0.05,0.58,0.022,-2.07130416,0.915793778,0.608147032,-0.050012504,0.578324476
19980925,0.08,-0.57,0.17,-0.22,-0.41,0.022,0.079968017,-0.5716307,0.169855664,-0.220242356,-0.410842804
19980928,0.34,-0.37,0.29,0.06,0.42,0.022,0.339423307,-0.370686193,0.289580311,0.059982007,0.419120462
19980929,-0.11,-0.41,-0.26,0.38,0.45,0.022,-0.110060544,-0.410842804,-0.260338587,0.379279824,0.448990527
19980930,-2.58,2.37,0.17,-0.08,0.14,0.022,-2.613865761,2.342351494,0.169855664,-0.080032017,0.139902091
19981001,-3.29,-0.16,1.35,0.72,2.19,0.015,-3.345337626,-0.160128137,1.340968691,0.717420375,2.166363964
19981002,1.4,-1.66,0.11,-0.43,0.94,0.015,1.390290517,-1.6739324,0.109939544,-0.430927159,0.935609492
19981005,-1.91,-1.54,0.91,0.56,2.53,0.015,-1.928476141,-1.551981166,0.905884449,0.558437829,2.498525269
19981006,-0.55,-0.67,-0.06,-0.07,1.04,0.015,-0.551518069,-0.672254576,-0.060018007,-0.070024511,1.034629205
19981007,-1.8,-1.4,0.93,0.88,2.02,0.015,-1.816397063,-1.409892438,0.925702126,0.876150567,1.999868651
19981008,-1.69,-2.38,0.16,1.08,0.34,0.015,-1.704443461,-2.408779553,0.159872136,1.074209653,0.339423307
19981009,2.64,-0.65,-1.35,-1.02,-2.52,0.015,2.605753432,-0.652121699,-1.359195352,-1.025237646,-2.552295723
19981012,1.65,0.6,-1.69,-0.65,-1.21,0.015,1.636535409,0.598207168,-1.704443461,-0.652121699,-1.217380093
19981013,-0.63,-0.81,0.85,0.47,0.49,0.015,-0.631992874,-0.813298323,0.846407841,0.468898949,0.488803407
19981014,1.34,-0.28,-0.2,-0.22,-0.41,0.015,1.331101406,-0.280392733,-0.200200267,-0.220242356,-0.410842804
19981015,4.06,-1.36,-0.96,-0.11,-1.61,0.015,3.979746987,-1.369332713,-0.964637705,-0.110060544,-1.623101311
19981016,1.02,0.99,-0.42,0.14,-0.21,0.015,1.014833105,0.985131605,-0.420884477,0.139902091,-0.210220809
19981019,0.83,1.58,-0.24,-0.46,-1.28,0.015,0.826574442,1.567647939,-0.240288462,-0.461061256,-1.288262583
19981020,0.27,1.46,0.38,-0.38,0.18,0.015,0.269636155,1.449444615,0.379279824,-0.380723834,0.179838194
19981021,0.59,0.49,-0.59,0.63,-0.21,0.015,0.588266316,0.488803407,-0.591747376,0.628023796,-0.210220809
19981022,0.87,1.17,-0.83,0.42,-1.1,0.015,0.866237308,1.163208423,-0.833463679,0.419120462,-1.106094736
19981023,-0.6,1.21,-0.57,-0.08,0.12,0.015,-0.601807233,1.202738021,-0.5716307,-0.080032017,0.119928058
19981026,0.41,1.05,-0.56,0.13,-0.82,0.015,0.40916179,1.044525786,-0.561573879,0.129915573,-0.823380493
19981027,-0.53,0.66,0.32,-0.08,-0.28,0.015,-0.531409482,0.657831536,0.31948909,-0.080032017,-0.280392733
19981028,0.24,0.01,-0.18,-0.01,-0.36,0.015,0.23971246,0.0099995,-0.180162195,-0.0100005,-0.360649559
19981029,1.6,-0.87,-0.53,-0.39,0.39,0.015,1.587334916,-0.873806594,-0.531409482,-0.390762483,0.389241472
19981030,1.22,-0.5,0.7,-0.65,-0.43,0.015,1.21261798,-0.501254182,0.697561374,-0.652121699,-0.430927159
19981102,1.4,0.68,-0.47,-0.19,-0.37,0.015,1.390290517,0.677698428,-0.471107973,-0.190180729,-0.370686193
19981103,-0.1,0.47,0.11,0,0.53,0.015,-0.100050033,0.468898949,0.109939544,0,0.528600443
19981104,0.88,0.38,0.16,-0.21,-0.99,0.015,0.876150567,0.379279824,0.159872136,-0.210220809,-0.994933085
19981105,1.28,-0.1,-0.36,0.12,0.26,0.015,1.271877241,-0.100050033,-0.360649559,0.119928058,0.259662585
19981106,0.68,0.45,-0.62,-0.22,-0.15,0.015,0.677698428,0.448990527,-0.621929981,-0.220242356,-0.150112613
19981109,-0.83,0.53,-0.43,-0.28,-0.58,0.015,-0.833463679,0.528600443,-0.430927159,-0.280392733,-0.581688532
19981110,-0.15,-0.14,0.01,0.2,-0.01,0.015,-0.150112613,-0.140098092,0.0099995,0.199800266,-0.0100005
19981111,-0.69,0.12,0.11,0.15,0.11,0.015,-0.692391507,0.119928058,0.109939544,0.149887612,0.109939544
19981112,-0.27,-0.09,0.28,-0.46,0.74,0.015,-0.270365157,-0.090040524,0.27960873,-0.461061256,0.737275433
19981113,0.53,-1.19,0.61,-0.19,0.39,0.015,0.528600443,-1.197137178,0.608147032,-0.190180729,0.389241472
19981116,0.75,-0.62,-0.26,0.12,-0.55,0.015,0.747201484,-0.621929981,-0.260338587,0.119928058,-0.551518069
19981117,0.32,-0.76,0.09,0.06,-1,0.015,0.31948909,-0.762902716,0.089959524,0.059982007,-1.005033585
19981118,0.51,-0.12,-0.53,-0.55,0.11,0.015,0.508703905,-0.120072058,-0.531409482,-0.551518069,0.109939544
19981119,0.66,0.02,-0.39,0.05,0.02,0.015,0.657831536,0.019998,-0.390762483,0.049987504,0.019998
19981120,0.78,-0.54,-0.47,0.35,-0.01,0.015,0.776973726,-0.54146327,-0.471107973,0.349388925,-0.0100005
19981123,2.02,-1.23,-0.89,-0.06,-0.79,0.015,1.999868651,-1.237627107,-0.893984157,-0.060018007,-0.793137033
19981124,-0.43,0.1,0.47,-0.08,0.18,0.015,-0.430927159,0.099950033,0.468898949,-0.080032017,0.179838194
19981125,0.39,0.55,-0.4,-0.25,0.01,0.015,0.389241472,0.548493023,-0.40080214,-0.250313022,0.0099995
19981127,0.54,0.67,-0.67,-0.77,-0.18,0.015,0.538547228,0.667765475,-0.672254576,-0.772979806,-0.180162195
19981130,-2.31,1.37,0.73,0.96,1.14,0.015,-2.337098632,1.360700341,0.727348397,0.95542128,1.133550966
19981201,0.86,-0.79,0.04,0.54,-1.01,0.017,0.856323066,-0.793137033,0.039992002,0.538547228,-1.015135106
19981202,-0.21,-0.05,-0.29,0.48,0.28,0.017,-0.210220809,-0.050012504,-0.290421315,0.478851673,0.27960873
19981203,-1.62,0.86,0.5,0.3,0.47,0.017,-1.633265462,0.856323066,0.498754151,0.299550898,0.468898949
19981204,2,-1.25,-0.59,0.07,-0.7,0.017,1.98026273,-1.257878221,-0.591747376,0.069975511,-0.702461494
19981207,0.89,-0.37,-0.57,0.03,-0.74,0.017,0.886062843,-0.370686193,-0.5716307,0.029995501,-0.742751583
19981208,-0.44,0.38,-0.27,-0.15,-0.13,0.017,-0.440970849,0.379279824,-0.270365157,-0.150112613,-0.130084573
19981209,0.09,0.06,-0.32,0.17,-0.01,0.017,0.089959524,0.059982007,-0.320513095,0.169855664,-0.0100005
19981210,-1.55,0.42,0.53,0.12,0.25,0.017,-1.56213809,0.419120462,0.528600443,0.119928058,0.24968802
19981211,-0.05,-0.34,-0.32,0.23,0.01,0.017,-0.050012504,-0.340579313,-0.320513095,0.229735905,0.0099995
19981214,-2.12,0.16,0.64,-0.12,1.08,0.017,-2.142794741,0.159872136,0.637960696,-0.120072058,1.074209653
19981215,1.67,-1.35,-0.78,-0.09,-0.83,0.017,1.65620883,-1.359195352,-0.783057912,-0.090040524,-0.833463679
19981216,-0.08,-0.01,0.37,-0.6,-0.08,0.017,-0.080032017,-0.0100005,0.369317184,-0.601807233,-0.080032017
19981217,1.51,-0.86,-0.03,0.18,-0.5,0.017,1.498712981,-0.86371934,-0.030004501,0.179838194,-0.501254182
19981218,0.68,0.36,-0.76,0.09,-0.82,0.017,0.677698428,0.359353551,-0.762902716,0.089959524,-0.823380493
19981221,1.35,-0.6,-0.72,-0.61,-1.13,0.017,1.340968691,-0.601807233,-0.722604509,-0.611868101,-1.136433008
19981222,0,-0.29,-0.42,-0.09,0.82,0.017,0,-0.290421315,-0.420884477,-0.090040524,0.816656267
19981223,1.93,-0.73,-0.88,0.03,-0.29,0.017,1.911611719,-0.732677539,-0.883894867,0.029995501,-0.290421315
19981224,-0.07,0.29,-0.02,-0.42,-0.11,0.017,-0.070024511,0.289580311,-0.020002,-0.420884477,-0.110060544
19981228,0.16,0.36,-0.66,-0.52,-0.17,0.017,0.159872136,0.359353551,-0.662187631,-0.521356705,-0.170144664
19981229,1.14,-0.42,-0.28,0.47,0.42,0.017,1.133550966,-0.420884477,-0.280392733,0.468898949,0.419120462
19981230,-0.5,0.86,0.44,0.18,0.16,0.017,-0.501254182,0.856323066,0.43903483,0.179838194,0.159872136
19981231,0.43,1.86,0.04,-0.91,-0.24,0.017,0.429078142,1.842913547,0.039992002,-0.914165792,-0.240288462
19990104,-0.19,0.15,0.45,-0.37,-0.44,0.019,-0.190180729,0.149887612,0.448990527,-0.370686193,-0.440970849
19990105,1.1,-0.9,0.12,-0.3,-0.38,0.019,1.093994004,-0.904074465,0.119928058,-0.300450902,-0.380723834
19990106,2.1,-0.74,-0.4,-0.46,-1.13,0.019,2.078253918,-0.742751583,-0.40080214,-0.461061256,-1.136433008
19990107,-0.07,0.36,-0.22,-0.66,-0.9,0.019,-0.070024511,0.359353551,-0.220242356,-0.662187631,-0.904074465
19990108,0.45,0.16,0.38,-0.8,-0.4,0.019,0.448990527,0.159872136,0.379279824,-0.80321717,-0.40080214
19990111,-0.52,0.97,-0.08,-1.61,-0.84,0.019,-0.521356705,0.965325703,-0.080032017,-1.623101311,-0.843547882
19990112,-1.85,0.8,0.09,0.44,0.77,0.019,-1.867326527,0.796816965,0.089959524,0.43903483,0.76705063
19990113,-0.54,-0.09,-0.22,0.73,0.34,0.019,-0.54146327,-0.090040524,-0.220242356,0.727348397,0.339423307
19990114,-1.66,1.06,-0.01,-0.23,-0.04,0.019,-1.6739324,1.054421388,-0.0100005,-0.230264906,-0.040008002
19990115,2.28,-0.82,-0.41,-0.04,-0.78,0.019,2.254396443,-0.823380493,-0.410842804,-0.040008002,-0.783057912
19990119,0.8,-0.02,-0.66,-0.1,-1.26,0.019,0.796816965,-0.020002,-0.662187631,-0.100050033,-1.268005316
19990120,0.24,0.15,-0.67,0.81,-0.54,0.019,0.23971246,0.149887612,-0.672254576,0.806737108,-0.54146327
19990121,-1.82,0.52,0.73,0.49,0.67,0.019,-1.836765736,0.518652669,0.727348397,0.488803407,0.667765475
19990122,-0.66,0.32,0.15,-0.55,0.07,0.019,-0.662187631,0.31948909,0.149887612,-0.551518069,0.069975511
19990125,0.67,-0.84,-0.24,-0.33,0.03,0.019,0.667765475,-0.843547882,-0.240288462,-0.330545701,0.029995501
19990126,1.39,-0.6,-1.13,0.42,-0.72,0.019,1.380428098,-0.601807233,-1.136433008,0.419120462,-0.722604509
19990127,-0.74,-0.15,-0.57,-0.34,0.22,0.019,-0.742751583,-0.150112613,-0.5716307,-0.340579313,0.219758354
19990128,1.63,-1.25,-0.68,-0.13,-0.79,0.019,1.616858116,-1.257878221,-0.682322535,-0.130084573,-0.793137033
19990129,0.95,0.1,-0.61,0.43,-0.61,0.019,0.945515877,0.099950033,-0.611868101,0.429078142,-0.611868101
19990201,-0.39,-0.02,-0.27,-0.31,-0.4,0.019,-0.390762483,-0.020002,-0.270365157,-0.310481495,-0.40080214
19990202,-0.89,-0.16,-0.18,0.07,0.74,0.019,-0.893984157,-0.160128137,-0.180162195,0.069975511,0.737275433
19990203,0.9,-0.34,-0.72,-0.57,-0.31,0.019,0.895974137,-0.340579313,-0.722604509,-0.5716307,-0.310481495
19990204,-1.92,0.62,1.06,-0.19,1.72,0.019,-1.93867138,0.618085908,1.054421388,-0.190180729,1.705375457
19990205,-0.92,-0.43,0.79,-0.12,0.68,0.019,-0.924258137,-0.430927159,0.786895838,-0.120072058,0.677698428
19990208,0.23,-0.6,0.13,0.39,-0.37,0.019,0.229735905,-0.601807233,0.129915573,0.389241472,-0.370686193
19990209,-2.25,0.42,1.4,0.68,1.26,0.019,-2.275698712,0.419120462,1.390290517,0.677698428,1.252128055
19990210,0.27,-1.32,-0.45,0.74,0.08,0.019,0.269636155,-1.328789433,-0.451015548,0.737275433,0.079968017
19990211,2.49,-0.9,-1.6,-1.04,-1.66,0.019,2.459504686,-0.904074465,-1.612938193,-1.04544579,-1.6739324
19990212,-1.9,0.23,0.51,-0.12,1.32,0.019,-1.918281942,0.229735905,0.508703905,-0.120072058,1.311363915
19990216,0.65,-1.26,-0.16,-0.16,0.13,0.019,0.64789661,-1.268005316,-0.160128137,-0.160128137,0.129915573
19990217,-1.45,-0.4,1.11,0.38,1.05,0.019,-1.460615239,-0.40080214,1.103884712,0.379279824,1.044525786
19990218,0.92,-0.97,0.68,-0.24,0.56,0.019,0.915793778,-0.974735145,0.677698428,-0.240288462,0.558437829
19990219,0.25,0.07,-0.5,-0.32,-0.41,0.019,0.24968802,0.069975511,-0.501254182,-0.320513095,-0.410842804
19990222,2.41,-1.35,-0.56,0.08,-0.71,0.019,2.38141781,-1.359195352,-0.561573879,0.079968017,-0.712532494
19990223,0.09,0.19,-0.57,-0.54,-0.84,0.019,0.089959524,0.189819728,-0.5716307,-0.54146327,-0.843547882
19990224,-1.31,0.48,0.22,0.02,0.35,0.019,-1.31865618,0.478851673,0.219758354,0.019998,0.349388925
19990225,-0.69,0.1,0.05,-0.03,0.37,0.019,-0.692391507,0.099950033,0.049987504,-0.030004501,0.369317184
19990226,-0.49,0.17,0.46,-0.4,0.6,0.019,-0.491204436,0.169855664,0.458945233,-0.40080214,0.598207168
19990301,-0.01,0.24,0.08,-0.32,-0.32,0.018,-0.0100005,0.23971246,0.079968017,-0.320513095,-0.320513095
19990302,-0.69,0.32,0.48,-0.49,0.68,0.018,-0.692391507,0.31948909,0.478851673,-0.491204436,0.677698428
19990303,0.01,-0.72,0.11,0.27,0.19,0.018,0.0099995,-0.722604509,0.109939544,0.269636155,0.189819728
19990304,1.34,-1.01,-0.31,0.19,0.12,0.018,1.331101406,-1.015135106,-0.310481495,0.189819728,0.119928058
19990305,2.04,-1.27,-0.47,0.4,-0.24,0.018,2.019470729,-1.278133436,-0.471107973,0.399202127,-0.240288462
19990308,0.66,-0.39,-0.94,-0.65,-0.92,0.018,0.657831536,-0.390762483,-0.944445883,-0.652121699,-0.924258137
19990309,-0.23,0.08,-0.24,-0.11,-0.32,0.018,-0.230264906,0.079968017,-0.240288462,-0.110060544,-0.320513095
19990310,0.52,0.02,-0.31,-0.6,0.09,0.018,0.518652669,0.019998,-0.310481495,-0.601807233,0.089959524
19990311,0.73,-0.76,0.03,-0.04,0.12,0.018,0.727348397,-0.762902716,0.029995501,-0.040008002,0.119928058
19990312,-0.32,-0.29,0.72,-0.11,0.51,0.018,-0.320513095,-0.290421315,0.717420375,-0.110060544,0.508703905
19990315,0.94,-0.57,-0.32,-0.53,-0.47,0.018,0.935609492,-0.5716307,-0.320513095,-0.531409482,-0.471107973
19990316,-0.15,-0.27,-0.3,0.21,-0.29,0.018,-0.150112613,-0.270365157,-0.300450902,0.209779808,-0.290421315
19990317,-0.55,0.18,0.37,-0.87,-0.02,0.018,-0.551518069,0.179838194,0.369317184,-0.873806594,-0.020002
19990318,1.27,-1.16,-0.2,-0.1,-0.4,0.018,1.262003136,-1.166780487,-0.200200267,-0.100050033,-0.40080214
19990319,-1.32,0.45,0.81,-0.3,0.38,0.018,-1.328789433,0.448990527,0.806737108,-0.300450902,0.379279824
19990322,-0.33,-0.43,0.33,-0.69,0.93,0.018,-0.330545701,-0.430927159,0.329456695,-0.692391507,0.925702126
19990323,-2.64,0.62,0.88,0.73,0.97,0.018,-2.675473731,0.618085908,0.876150567,0.727348397,0.965325703
19990324,0.51,-0.55,-0.26,0.23,-0.62,0.018,0.508703905,-0.551518069,-0.260338587,0.229735905,-0.621929981
19990325,1.78,0.18,-1.01,-0.66,-0.79,0.018,1.764343517,0.179838194,-1.015135106,-0.662187631,-0.793137033
19990326,-0.5,0.82,-0.33,-0.24,-0.07,0.018,-0.501254182,0.816656267,-0.330545701,-0.240288462,-0.070024511
19990329,1.98,-0.55,-1.75,0.19,-0.67,0.018,1.960652964,-0.551518069,-1.765493524,0.189819728,-0.672254576
19990330,-0.63,0.44,-0.24,-0.14,0.05,0.018,-0.631992874,0.43903483,-0.240288462,-0.140098092,0.049987504
19990331,-0.86,0.28,0.22,-0.48,-0.32,0.018,-0.86371934,0.27960873,0.219758354,-0.4811557,-0.320513095
19990401,0.54,-0.29,-0.02,-0.51,-0.24,0.018,0.538547228,-0.290421315,-0.020002,-0.511304939,-0.240288462
19990405,1.87,-1.23,-0.56,-0.97,-0.58,0.018,1.852730461,-1.237627107,-0.561573879,-0.974735145,-0.581688532
19990406,-0.26,-0.05,0.13,-0.23,-0.2,0.018,-0.260338587,-0.050012504,0.129915573,-0.230264906,-0.200200267
19990407,0.42,-0.67,-0.22,0.74,-0.32,0.018,0.419120462,-0.672254576,-0.220242356,0.737275433,-0.320513095
19990408,1.27,-0.51,-0.77,0.01,-0.35,0.018,1.262003136,-0.511304939,-0.772979806,0.0099995,-0.350613933
19990409,0.43,1.2,-0.48,-0.34,-0.28,0.018,0.429078142,1.192857087,-0.4811557,-0.340579313,-0.280392733
19990412,0.87,0.52,-0.19,-0.89,0.66,0.018,0.866237308,0.518652669,-0.190180729,-0.893984157,0.657831536
19990413,-0.34,2.02,-0.18,-0.92,-0.03,0.018,-0.340579313,1.999868651,-0.180162195,-0.924258137,-0.030004501
19990414,-1.43,1.11,1.98,0.78,1.13,0.018,-1.440323031,1.103884712,1.960652964,0.776973726,1.123663193
19990415,-0.39,0.02,0.85,0.74,0.15,0.018,-0.390762483,0.019998,0.846407841,0.737275433,0.149887612
19990416,-0.23,1.12,1.04,-0.06,0.67,0.018,-0.230264906,1.113774441,1.034629205,-0.060018007,0.667765475
19990419,-2.48,-0.24,3.77,2.28,2.31,0.018,-2.511270082,-0.240288462,3.700672563,2.254396443,2.28372339
19990420,1.38,-0.45,-1.97,-1.01,-1.46,0.018,1.370564706,-0.451015548,-1.989663171,-1.015135106,-1.470762887
19990421,2.53,0.06,-1.93,-1.18,-0.92,0.018,2.498525269,0.059982007,-1.948867658,-1.187017257,-0.924258137
19990422,1.35,-0.85,-0.89,-0.49,-0.62,0.018,1.340968691,-0.853633102,-0.893984157,-0.491204436,-0.621929981
19990423,0.11,0.58,0.16,-0.37,-0.67,0.018,0.109939544,0.578324476,0.159872136,-0.370686193,-0.672254576
19990426,0.44,0.57,-1.23,-1.05,-0.35,0.018,0.43903483,0.568381647,-1.237627107,-1.055551394,-0.350613933
19990427,0.09,0.12,0.59,0.73,0.58,0.018,0.089959524,0.119928058,0.588266316,0.727348397,0.578324476
19990428,-0.88,0.28,1.59,0.74,0.96,0.018,-0.883894867,0.27960873,1.577491912,0.737275433,0.95542128
19990429,-0.45,0.57,0.86,0.07,0.43,0.018,-0.451015548,0.568381647,0.856323066,0.069975511,0.429078142
19990430,-0.47,0.49,-0.4,-0.5,-0.15,0.018,-0.471107973,0.488803407,-0.40080214,-0.501254182,-0.150112613
19990503,1.1,-1.02,0.58,0.85,0.69,0.017,1.093994004,-1.025237646,0.578324476,0.846407841,0.687630394
19990504,-1.49,0.96,0.44,0.58,1.23,0.017,-1.501212012,0.95542128,0.43903483,0.578324476,1.222496962
19990505,1.03,-0.94,-0.16,-0.58,-0.48,0.017,1.024731645,-0.944445883,-0.160128137,-0.581688532,-0.4811557
19990506,-1.15,1.07,1.01,0.54,1.15,0.017,-1.156663637,1.06431601,1.004933585,0.538547228,1.143437763
19990507,0.89,-0.43,-0.11,-0.1,-0.5,0.017,0.886062843,-0.430927159,-0.110060544,-0.100050033,-0.501254182
19990510,-0.03,1.16,0.15,-0.89,-0.25,0.017,-0.030004501,1.153323581,0.149887612,-0.893984157,-0.250313022
19990511,1.19,-0.24,-0.88,-0.53,-0.24,0.017,1.182975175,-0.240288462,-0.883894867,-0.531409482,-0.240288462
19990512,0.65,0.05,-0.52,0.05,-0.7,0.017,0.64789661,0.049987504,-0.521356705,0.049987504,-0.702461494
19990513,0.23,0.25,0.13,0.66,0.84,0.017,0.229735905,0.24968802,0.129915573,0.657831536,0.836491633
19990514,-2.14,0.81,0.52,-0.15,0.79,0.017,-2.163230013,0.806737108,0.518652669,-0.150112613,0.786895838
19990517,0.15,-0.42,-0.74,-0.25,-0.37,0.017,0.149887612,-0.420884477,-0.742751583,-0.250313022,-0.370686193
19990518,-0.4,0.54,0.41,-0.07,-0.25,0.017,-0.40080214,0.538547228,0.40916179,-0.070024511,-0.250313022
