This file was created by CMPT_ME_BEME_OP_INV_RETS_DAILY using the 201904 CRSP database.,,,,,,,,,,,
The 1-month TBill return is from Ibbotson and Associates, Inc.,,,,,,,,,,
,Mkt-RF_simple,SMB_simple,HML_simple,RMW_simple,CMA_simple,RF,Mkt-RF_log,SMB_log,HML_log,RMW_log,CMA_log
19730227,-1.15,-0.09,0.65,-0.07,0.41,0.022,-1.156663637,-0.090040524,0.64789661,-0.070024511,0.40916179
19730228,0.62,-0.41,-0.4,0,-0.28,0.022,0.618085908,-0.410842804,-0.40080214,0,-0.280392733
19730301,-0.7,0.12,0.46,-0.24,0.27,0.021,-0.702461494,0.119928058,0.458945233,-0.240288462,0.269636155
19730302,0.86,-0.87,-0.16,0.23,-0.14,0.021,0.856323066,-0.873806594,-0.160128137,0.229735905,-0.140098092
19730305,0.37,-0.03,-0.46,0.16,-0.41,0.021,0.369317184,-0.030004501,-0.461061256,0.159872136,-0.410842804
19730306,1.26,-0.3,-0.23,-0.01,0,0.021,1.252128055,-0.300450902,-0.230264906,-0.0100005,0
19730307,0.37,0.18,-0.38,0.21,-0.3,0.021,0.369317184,0.179838194,-0.380723834,0.209779808,-0.300450902
19730308,-0.21,0.17,0.21,0.21,0.27,0.021,-0.210220809,0.169855664,0.209779808,0.209779808,0.269636155
19730309,-0.36,0.19,0.07,-0.03,0.13,0.021,-0.360649559,0.189819728,0.069975511,-0.030004501,0.129915573
19730312,-0.03,-0.12,0.17,0.1,-0.12,0.021,-0.030004501,-0.120072058,0.169855664,0.099950033,-0.120072058
19730313,0.42,-0.46,0.19,0.09,-0.19,0.021,0.419120462,-0.461061256,0.189819728,0.089959524,-0.190180729
19730314,0.26,-0.49,0.19,-0.08,-0.06,0.021,0.259662585,-0.491204436,0.189819728,-0.080032017,-0.060018007
19730315,-0.71,0,0.41,0.1,0.09,0.021,-0.712532494,0,0.40916179,0.099950033,0.089959524
19730316,-0.52,0.14,0.1,0.11,0,0.021,-0.521356705,0.139902091,0.099950033,0.109939544,0
19730319,-1.23,0.02,0.41,-0.14,0,0.021,-1.237627107,0.019998,0.40916179,-0.140098092,0
19730320,-0.33,-0.32,0.32,-0.24,0.07,0.021,-0.330545701,-0.320513095,0.31948909,-0.240288462,0.069975511
19730321,-1.29,0.21,1.05,-0.34,0.39,0.021,-1.298392756,0.209779808,1.044525786,-0.340579313,0.389241472
19730322,-1.68,-0.28,0.74,-0.58,0.35,0.021,-1.694272073,-0.280392733,0.737275433,-0.581688532,0.349388925
19730323,0,-0.26,0.19,-0.28,0.03,0.021,0,-0.260338587,0.189819728,-0.280392733,0.029995501
19730326,0.75,-0.27,-0.21,0.07,-0.26,0.021,0.747201484,-0.270365157,-0.210220809,0.069975511,-0.260338587
19730327,1.43,-0.32,-0.51,-0.03,0.29,0.021,1.41987194,-0.320513095,-0.511304939,-0.030004501,0.289580311
19730328,0.03,0.08,-0.02,0.06,0.21,0.021,0.029995501,0.079968017,-0.020002,0.059982007,0.209779808
19730329,0.98,-0.33,0.08,-0.32,0.2,0.021,0.975229144,-0.330545701,0.079968017,-0.320513095,0.199800266
19730330,-0.92,0.63,0.08,-0.05,-0.18,0.021,-0.924258137,0.628023796,0.079968017,-0.050012504,-0.180162195
19730402,-1.2,0.07,0.64,0.02,0.34,0.026,-1.207258123,0.069975511,0.637960696,0.019998,0.339423307
19730403,-1,0.05,0.37,-0.09,-0.02,0.026,-1.005033585,0.049987504,0.369317184,-0.090040524,-0.020002
19730404,-0.63,0.04,0.34,-0.04,0.31,0.026,-0.631992874,0.039992002,0.339423307,-0.040008002,0.309520491
19730405,-0.47,-0.4,0.29,0.01,0.12,0.026,-0.471107973,-0.40080214,0.289580311,0.0099995,0.119928058
19730406,0.7,-0.38,-0.24,0.04,0.04,0.026,0.697561374,-0.380723834,-0.240288462,0.039992002,0.039992002
19730409,1.26,-0.89,0.05,-0.18,0.02,0.026,1.252128055,-0.893984157,0.049987504,-0.180162195,0.019998
19730410,1.11,-0.59,-0.03,-0.1,0.1,0.026,1.103884712,-0.591747376,-0.030004501,-0.100050033,0.099950033
19730411,0.39,-0.25,0.33,0.05,-0.21,0.026,0.389241472,-0.250313022,0.329456695,0.049987504,-0.210220809
19730412,-0.09,0.17,0.37,-0.07,0.4,0.026,-0.090040524,0.169855664,0.369317184,-0.070024511,0.399202127
19730413,-0.42,0.27,0.26,-0.18,0.34,0.026,-0.420884477,0.269636155,0.259662585,-0.180162195,0.339423307
19730416,-0.56,0.12,0.22,-0.18,0.59,0.026,-0.561573879,0.119928058,0.219758354,-0.180162195,0.588266316
19730417,-0.59,-0.12,0.78,-0.05,0.68,0.026,-0.591747376,-0.120072058,0.776973726,-0.050012504,0.677698428
19730418,0.34,-0.66,0.07,-0.18,-0.08,0.026,0.339423307,-0.662187631,0.069975511,-0.180162195,-0.080032017
19730419,0.53,-0.16,0.2,-0.18,0.02,0.026,0.528600443,-0.160128137,0.199800266,-0.180162195,0.019998
19730423,-0.58,-0.03,0.02,-0.1,-0.1,0.026,-0.581688532,-0.030004501,0.019998,-0.100050033,-0.100050033
19730424,-1.51,-0.02,0.62,0.17,0.17,0.026,-1.521516581,-0.020002,0.618085908,0.169855664,0.169855664
19730425,-1.56,-0.09,1.04,-0.46,0.13,0.026,-1.572296047,-0.090040524,1.034629205,-0.461061256,0.129915573
19730426,0.32,-0.35,0.03,0.06,-0.04,0.026,0.31948909,-0.350613933,0.029995501,0.059982007,-0.040008002
19730427,-1.54,0.32,0.49,-0.02,-0.03,0.026,-1.551981166,0.31948909,0.488803407,-0.020002,-0.030004501
19730430,-0.24,-0.33,0.16,-0.25,0.06,0.026,-0.240288462,-0.330545701,0.159872136,-0.250313022,0.059982007
19730501,0.02,-0.32,0.02,-0.01,-0.28,0.023,0.019998,-0.320513095,0.019998,-0.0100005,-0.280392733
19730502,1.18,-0.46,-0.43,0.48,-0.15,0.023,1.173092288,-0.461061256,-0.430927159,0.478851673,-0.150112613
19730503,1.46,-0.78,-0.12,0.05,0.05,0.023,1.449444615,-0.783057912,-0.120072058,0.049987504,0.049987504
19730504,0.76,0.07,-0.55,0.05,-0.01,0.023,0.75712655,0.069975511,-0.551518069,0.049987504,-0.0100005
19730507,-0.43,0.15,0.16,0.06,-0.27,0.023,-0.430927159,0.149887612,0.159872136,0.059982007,-0.270365157
19730508,0.58,-0.22,-0.11,-0.01,0.21,0.023,0.578324476,-0.220242356,-0.110060544,-0.0100005,0.209779808
19730509,-0.51,0.45,-0.34,-0.07,-0.01,0.023,-0.511304939,0.448990527,-0.340579313,-0.070024511,-0.0100005
19730510,-0.68,0.2,0,0.29,-0.08,0.023,-0.682322535,0.199800266,0,0.289580311,-0.080032017
19730511,-1.17,0.2,0.25,-0.16,-0.2,0.023,-1.17689836,0.199800266,0.24968802,-0.160128137,-0.200200267
19730514,-2.19,-0.06,0.85,-0.21,0.25,0.023,-2.214336469,-0.060018007,0.846407841,-0.210220809,0.24968802
19730515,0.42,-1.09,-0.02,-0.07,-0.05,0.023,0.419120462,-1.095984024,-0.020002,-0.070024511,-0.050012504
19730516,-0.13,-0.34,0.4,0.1,0.06,0.023,-0.130084573,-0.340579313,0.399202127,0.099950033,0.059982007
19730517,-0.89,-0.06,0.3,0.02,0.24,0.023,-0.893984157,-0.060018007,0.299550898,0.019998,0.23971246
19730518,-1.88,-0.98,0.27,0.29,-0.49,0.023,-1.89789666,-0.984833605,0.269636155,0.289580311,-0.491204436
19730521,-1.49,-2.35,0.13,0.52,-0.52,0.023,-1.501212012,-2.378052867,0.129915573,0.518652669,-0.521356705
19730522,0.75,-0.59,-0.26,0.36,-0.04,0.023,0.747201484,-0.591747376,-0.260338587,0.359353551,-0.040008002
19730523,0.4,-0.51,-0.08,-0.01,-0.15,0.023,0.399202127,-0.511304939,-0.080032017,-0.0100005,-0.150112613
19730524,2.79,-1.09,-0.91,0.31,-0.49,0.023,2.751788604,-1.095984024,-0.914165792,0.309520491,-0.491204436
19730525,0.94,1.27,-0.41,-0.3,0.35,0.023,0.935609492,1.262003136,-0.410842804,-0.300450902,0.349388925
19730529,-0.32,0.52,-0.14,0.01,0.03,0.023,-0.320513095,0.518652669,-0.140098092,0.0099995,0.029995501
19730530,-1.53,-0.01,0.64,0.32,-0.08,0.023,-1.541825273,-0.0100005,0.637960696,0.31948909,-0.080032017
19730531,-0.91,-0.32,0.54,-0.02,-0.12,0.023,-0.914165792,-0.320513095,0.538547228,-0.020002,-0.120072058
19730601,-0.95,-0.13,0.68,-0.33,0.44,0.024,-0.954541284,-0.130084573,0.677698428,-0.330545701,0.43903483
19730604,-1.14,-0.36,0.55,-0.19,-0.17,0.024,-1.146547811,-0.360649559,0.548493023,-0.190180729,-0.170144664
19730605,1.36,-0.76,-0.7,0.21,-0.29,0.024,1.350835002,-0.762902716,-0.702461494,0.209779808,-0.290421315
19730606,-0.27,0.03,-0.12,0.44,-0.36,0.024,-0.270365157,0.029995501,-0.120072058,0.43903483,-0.360649559
19730607,1.3,-0.66,-0.26,0.17,-0.32,0.024,1.291622527,-0.662187631,-0.260338587,0.169855664,-0.320513095
19730608,1.08,0.03,-0.2,-0.18,0.57,0.024,1.074209653,0.029995501,-0.200200267,-0.180162195,0.568381647
19730611,-0.31,0.38,0.38,-0.14,-0.16,0.024,-0.310481495,0.379279824,0.379279824,-0.140098092,-0.160128137
19730612,1.44,-0.67,-0.56,-0.17,0.05,0.024,1.42973047,-0.672254576,-0.561573879,-0.170144664,0.049987504
19730613,-0.49,1.02,0.06,-0.19,0.63,0.024,-0.491204436,1.014833105,0.059982007,-0.190180729,0.628023796
19730614,-1.06,0.36,0.11,0.13,-0.25,0.024,-1.065658019,0.359353551,0.109939544,0.129915573,-0.250313022
19730615,-1.26,0.14,0.71,0.02,-0.25,0.024,-1.268005316,0.139902091,0.707491367,0.019998,-0.250313022
19730618,-1.44,-0.09,0.3,-0.17,-0.05,0.024,-1.45046862,-0.090040524,0.299550898,-0.170144664,-0.050012504
19730619,0.24,-0.44,-0.27,0.12,-0.2,0.024,0.23971246,-0.440970849,-0.270365157,0.119928058,-0.200200267
19730620,0.38,-0.25,-0.34,0.01,0.06,0.024,0.379279824,-0.250313022,-0.340579313,0.0099995,0.059982007
19730621,-1.14,0.3,0.49,0.08,-0.43,0.024,-1.146547811,0.299550898,0.488803407,0.079968017,-0.430927159
19730622,0.4,-0.45,0.38,0.15,0.53,0.024,0.399202127,-0.451015548,0.379279824,0.149887612,0.528600443
19730625,-1.43,-0.42,1.1,-0.45,0.38,0.024,-1.440323031,-0.420884477,1.093994004,-0.451015548,0.379279824
19730626,0.89,-0.65,-0.37,0.11,0.09,0.024,0.886062843,-0.652121699,-0.370686193,0.109939544,0.089959524
19730627,0.3,-0.21,-0.11,-0.2,-0.03,0.024,0.299550898,-0.210220809,-0.110060544,-0.200200267,-0.030004501
19730628,0.99,-0.22,-0.55,0.21,-0.1,0.024,0.985131605,-0.220242356,-0.551518069,0.209779808,-0.100050033
19730629,-0.34,0.44,0.11,0.07,0.15,0.024,-0.340579313,0.43903483,0.109939544,0.069975511,0.149887612
19730702,-1.2,0.63,0.58,-0.25,0.2,0.03,-1.207258123,0.628023796,0.578324476,-0.250313022,0.199800266
19730703,-0.92,0.45,0.91,-0.69,0.66,0.03,-0.924258137,0.448990527,0.905884449,-0.692391507,0.657831536
19730705,-0.18,-0.07,0.19,-0.12,0.2,0.03,-0.180162195,-0.070024511,0.189819728,-0.120072058,0.199800266
19730706,-0.43,0.3,0.36,-0.35,0.17,0.03,-0.430927159,0.299550898,0.359353551,-0.350613933,0.169855664
19730709,0.8,-0.51,-0.32,-0.17,-0.26,0.03,0.796816965,-0.511304939,-0.320513095,-0.170144664,-0.260338587
19730710,1.38,0.09,-0.62,0.11,-0.43,0.03,1.370564706,0.089959524,-0.621929981,0.109939544,-0.430927159
19730711,2.17,0.22,-0.72,0.07,-0.46,0.03,2.146790662,0.219758354,-0.722604509,0.069975511,-0.461061256
19730712,-0.06,0.89,-0.42,0.2,-0.8,0.03,-0.060018007,0.886062843,-0.420884477,0.199800266,-0.80321717
19730713,-1.09,1.01,0.1,-0.37,-0.06,0.03,-1.095984024,1.004933585,0.099950033,-0.370686193,-0.060018007
19730716,1.5,-0.1,-1.14,0.17,-0.63,0.03,1.488861249,-0.100050033,-1.146547811,0.169855664,-0.631992874
19730717,0.28,0.72,-0.53,0.07,-0.4,0.03,0.27960873,0.717420375,-0.531409482,0.069975511,-0.40080214
19730718,0.79,0.66,-0.5,0.04,-0.24,0.03,0.786895838,0.657831536,-0.501254182,0.039992002,-0.240288462
19730719,0.37,0.66,-0.69,0.37,-0.23,0.03,0.369317184,0.657831536,-0.692391507,0.369317184,-0.230264906
19730720,0.66,0.72,-0.6,0.2,-0.17,0.03,0.657831536,0.717420375,-0.601807233,0.199800266,-0.170144664
19730723,0.29,0.55,-0.13,0.07,-0.11,0.03,0.289580311,0.548493023,-0.130084573,0.069975511,-0.110060544
19730724,0.55,-0.09,-0.55,-0.11,-0.08,0.03,0.548493023,-0.090040524,-0.551518069,-0.110060544,-0.080032017
19730725,1.36,0.16,-0.98,0.36,-0.49,0.03,1.350835002,0.159872136,-0.984833605,0.359353551,-0.491204436
19730726,0.11,0.2,-0.28,0.36,0.04,0.03,0.109939544,0.199800266,-0.280392733,0.359353551,0.039992002
19730727,-0.24,0.05,0.03,0.12,0.12,0.03,-0.240288462,0.049987504,0.029995501,0.119928058,0.119928058
19730730,-0.33,-0.1,0.26,0.02,-0.05,0.03,-0.330545701,-0.100050033,0.259662585,0.019998,-0.050012504
19730731,-0.85,0.19,0.2,-0.2,-0.07,0.03,-0.853633102,0.189819728,0.199800266,-0.200200267,-0.070024511
19730801,-1.31,-0.2,0.4,-0.13,0.02,0.03,-1.31865618,-0.200200267,0.399202127,-0.130084573,0.019998
19730802,-0.12,-0.14,-0.22,0.1,-0.16,0.03,-0.120072058,-0.140098092,-0.220242356,0.099950033,-0.160128137
19730803,-0.1,0.27,-0.2,0.04,-0.18,0.03,-0.100050033,0.269636155,-0.200200267,0.039992002,-0.180162195
19730806,0.27,0.1,-0.36,-0.01,-0.29,0.03,0.269636155,0.099950033,-0.360649559,-0.0100005,-0.290421315
19730807,-0.17,0.11,-0.25,0.09,-0.03,0.03,-0.170144664,0.109939544,-0.250313022,0.089959524,-0.030004501
19730808,-0.97,0.05,0.23,-0.01,0.07,0.03,-0.974735145,0.049987504,0.229735905,-0.0100005,0.069975511
19730809,-0.03,-0.32,0.11,-0.1,0.22,0.03,-0.030004501,-0.320513095,0.109939544,-0.100050033,0.219758354
19730810,-0.8,-0.12,0.33,0.09,0.29,0.03,-0.80321717,-0.120072058,0.329456695,0.089959524,0.289580311
19730813,-1.08,-0.27,0.26,-0.05,0.15,0.03,-1.085874333,-0.270365157,0.259662585,-0.050012504,0.149887612
19730814,-0.93,-0.13,0.31,-0.39,0.38,0.03,-0.9343515,-0.130084573,0.309520491,-0.390762483,0.379279824
19730815,0.24,-0.26,0,-0.14,0.03,0.03,0.23971246,-0.260338587,0,-0.140098092,0.029995501
19730816,-0.52,0.39,0.5,-0.21,0.41,0.03,-0.521356705,0.389241472,0.498754151,-0.210220809,0.40916179
19730817,0.02,-0.08,0.31,-0.41,-0.06,0.03,0.019998,-0.080032017,0.309520491,-0.410842804,-0.060018007
19730820,-0.75,-0.1,0.45,-0.06,0.26,0.03,-0.752826642,-0.100050033,0.448990527,-0.060018007,0.259662585
19730821,-0.78,-0.03,0,-0.06,0.1,0.03,-0.783057912,-0.030004501,0,-0.060018007,0.099950033
19730822,-0.48,-0.25,0.04,0.21,0.22,0.03,-0.4811557,-0.250313022,0.039992002,0.209779808,0.219758354
19730823,1.28,-0.48,-0.52,0.19,0.04,0.03,1.271877241,-0.4811557,-0.521356705,0.189819728,0.039992002
19730824,-0.14,0.03,0.19,-0.27,-0.01,0.03,-0.140098092,0.029995501,0.189819728,-0.270365157,-0.0100005
19730827,0.68,-0.44,-0.54,0.39,-0.21,0.03,0.677698428,-0.440970849,-0.54146327,0.389241472,-0.210220809
19730828,0.47,-0.34,0.05,-0.12,0.29,0.03,0.468898949,-0.340579313,0.049987504,-0.120072058,0.289580311
19730829,0.89,-0.1,0,-0.26,-0.39,0.03,0.886062843,-0.100050033,0,-0.260338587,-0.390762483
19730830,0.01,0.36,0.19,-0.02,-0.01,0.03,0.0099995,0.359353551,0.189819728,-0.020002,-0.0100005
19730831,0.5,0.15,-0.17,-0.22,0.01,0.03,0.498754151,0.149887612,-0.170144664,-0.220242356,0.0099995
19730904,0.37,0.03,0.3,-0.49,0.32,0.036,0.369317184,0.029995501,0.299550898,-0.491204436,0.31948909
19730905,0.19,0,0.06,-0.29,0.14,0.036,0.189819728,0,0.059982007,-0.290421315,0.139902091
19730906,0.48,0,0.49,-0.35,0.13,0.036,0.478851673,0,0.488803407,-0.350613933,0.129915573
19730907,-0.18,0.58,0.12,0.14,0.22,0.036,-0.180162195,0.578324476,0.119928058,0.139902091,0.219758354
19730910,-0.88,0.57,0.42,0.04,0.37,0.036,-0.883894867,0.568381647,0.419120462,0.039992002,0.369317184
19730911,-0.58,0.04,0.19,-0.22,0.04,0.036,-0.581688532,0.039992002,0.189819728,-0.220242356,0.039992002
19730912,-0.24,-0.02,0.01,0.32,-0.18,0.036,-0.240288462,-0.020002,0.0099995,0.31948909,-0.180162195
19730913,0.29,-0.05,-0.65,0.14,-0.46,0.036,0.289580311,-0.050012504,-0.652121699,0.139902091,-0.461061256
19730914,0.89,-0.08,-0.75,0.34,-0.15,0.036,0.886062843,-0.080032017,-0.752826642,0.339423307,-0.150112613
19730917,-0.04,0.55,0.23,-0.28,-0.26,0.036,-0.040008002,0.548493023,0.229735905,-0.280392733,-0.260338587
19730918,-0.23,0.21,0.32,-0.51,0.33,0.036,-0.230264906,0.209779808,0.31948909,-0.511304939,0.329456695
19730919,1.93,-0.38,-0.72,0.16,-0.07,0.036,1.911611719,-0.380723834,-0.722604509,0.159872136,-0.070024511
19730920,0.92,0.25,-0.08,-0.21,-0.34,0.036,0.915793778,0.24968802,-0.080032017,-0.210220809,-0.340579313
19730921,0.51,0.26,0.55,-0.3,0.29,0.036,0.508703905,0.259662585,0.548493023,-0.300450902,0.289580311
19730924,0.29,0.52,0.83,-0.31,0.41,0.036,0.289580311,0.518652669,0.826574442,-0.310481495,0.40916179
19730925,0.5,0.01,0.33,0.14,0.28,0.036,0.498754151,0.0099995,0.329456695,0.139902091,0.27960873
19730926,0.7,0.3,0.28,-0.14,0.49,0.036,0.697561374,0.299550898,0.27960873,-0.140098092,0.488803407
19730927,0.23,0.07,0.05,-0.17,0.21,0.036,0.229735905,0.069975511,0.049987504,-0.170144664,0.209779808
19730928,-0.48,0.48,0.15,-0.21,-0.04,0.036,-0.4811557,0.478851673,0.149887612,-0.210220809,-0.040008002
19731001,-0.16,0.66,0.7,-0.3,0.56,0.028,-0.160128137,0.657831536,0.697561374,-0.300450902,0.558437829
19731002,0.58,0.73,-0.13,-0.03,0.07,0.028,0.578324476,0.727348397,-0.130084573,-0.030004501,0.069975511
19731003,0.08,0.78,0.62,-0.59,0.55,0.028,0.079968017,0.776973726,0.618085908,-0.591747376,0.548493023
19731004,-0.39,0.19,0.43,-0.24,0.29,0.028,-0.390762483,0.189819728,0.429078142,-0.240288462,0.289580311
19731005,1.19,-0.06,-0.26,0.09,0,0.028,1.182975175,-0.060018007,-0.260338587,0.089959524,0
19731008,0.44,0.2,-0.19,-0.68,0.17,0.028,0.43903483,0.199800266,-0.190180729,-0.682322535,0.169855664
19731009,-0.1,-0.08,-0.08,-0.24,-0.02,0.028,-0.100050033,-0.080032017,-0.080032017,-0.240288462,-0.020002
19731010,-1.16,-0.61,-0.27,0.5,0.05,0.028,-1.166780487,-0.611868101,-0.270365157,0.498754151,0.049987504
19731011,1.65,0.12,-0.53,0.3,-0.32,0.028,1.636535409,0.119928058,-0.531409482,0.299550898,-0.320513095
19731012,0.37,0.15,-0.17,0,-0.26,0.028,0.369317184,0.149887612,-0.170144664,0,-0.260338587
19731015,-1.17,0.11,0.12,-0.05,0.18,0.028,-1.17689836,0.109939544,0.119928058,-0.050012504,0.179838194
19731016,-0.01,-0.39,-0.28,-0.03,-0.16,0.028,-0.0100005,-0.390762483,-0.280392733,-0.030004501,-0.160128137
19731017,-0.29,-0.14,0.13,-0.17,0.32,0.028,-0.290421315,-0.140098092,0.129915573,-0.170144664,0.31948909
19731018,-0.01,-0.33,0.02,-0.1,0.15,0.028,-0.0100005,-0.330545701,0.019998,-0.100050033,0.149887612
19731019,0.2,0.07,0.28,-0.04,0.12,0.028,0.199800266,0.069975511,0.27960873,-0.040008002,0.119928058
19731022,-1.07,-0.29,0.47,0.16,-0.1,0.028,-1.075765665,-0.290421315,0.468898949,0.159872136,-0.100050033
19731023,0.35,-0.4,-0.11,0.18,0.37,0.028,0.349388925,-0.40080214,-0.110060544,0.179838194,0.369317184
19731024,0.29,-0.3,0.05,0,0.44,0.028,0.289580311,-0.300450902,0.049987504,0,0.43903483
19731025,0.15,-0.22,-0.02,-0.1,-0.26,0.028,0.149887612,-0.220242356,-0.020002,-0.100050033,-0.260338587
19731026,0.72,-0.29,0.08,-0.14,0.22,0.028,0.717420375,-0.290421315,0.079968017,-0.140098092,0.219758354
19731029,-0.26,-0.15,0.27,-0.19,0.02,0.028,-0.260338587,-0.150112613,0.269636155,-0.190180729,0.019998
19731030,-1.52,-0.04,0.57,-0.26,0.1,0.028,-1.531670411,-0.040008002,0.568381647,-0.260338587,0.099950033
19731031,-0.88,0.05,0.05,-0.08,0.09,0.028,-0.883894867,0.049987504,0.049987504,-0.080032017,0.089959524
19731101,-0.58,-0.11,-0.22,0.07,0.06,0.026,-0.581688532,-0.110060544,-0.220242356,0.069975511,0.059982007
19731102,-0.56,-0.3,0.1,-0.08,-0.04,0.026,-0.561573879,-0.300450902,0.099950033,-0.080032017,-0.040008002
19731105,-1.59,-0.28,0.28,0.08,0.03,0.026,-1.602776108,-0.280392733,0.27960873,0.079968017,0.029995501
19731106,-0.72,-0.49,0.31,0.04,0.15,0.026,-0.722604509,-0.491204436,0.309520491,0.039992002,0.149887612
19731107,0.63,-0.81,0.59,-0.43,0.41,0.026,0.628023796,-0.813298323,0.588266316,-0.430927159,0.40916179
19731108,1.08,-0.09,-0.38,0.06,0.03,0.026,1.074209653,-0.090040524,-0.380723834,0.059982007,0.029995501
19731109,-1.48,0.05,0.7,-0.45,0.35,0.026,-1.491061274,0.049987504,0.697561374,-0.451015548,0.349388925
19731112,-0.96,-0.69,-0.08,-0.27,-0.19,0.026,-0.964637705,-0.692391507,-0.080032017,-0.270365157,-0.190180729
19731113,-0.29,-0.93,-0.31,-0.04,-0.42,0.026,-0.290421315,-0.9343515,-0.310481495,-0.040008002,-0.420884477
19731114,-1.87,-0.37,0.4,-0.03,-0.05,0.026,-1.887705577,-0.370686193,0.399202127,-0.030004501,-0.050012504
19731115,-0.13,-0.68,0.3,-0.3,-0.02,0.026,-0.130084573,-0.682322535,0.299550898,-0.300450902,-0.020002
19731116,1.13,-0.59,0.18,0.46,0.52,0.026,1.123663193,-0.591747376,0.179838194,0.458945233,0.518652669
19731119,-3.03,-0.14,1.17,-0.57,0.21,0.026,-3.076853367,-0.140098092,1.163208423,-0.5716307,0.209779808
19731120,-2.26,-1.39,0.12,0.09,-0.26,0.026,-2.285929415,-1.399750964,0.119928058,0.089959524,-0.260338587
19731121,1.06,-0.77,-0.07,-0.55,0.22,0.026,1.054421388,-0.772979806,-0.070024511,-0.551518069,0.219758354
19731123,-0.14,0.33,0.64,-0.58,0.36,0.026,-0.140098092,0.329456695,0.637960696,-0.581688532,0.359353551
19731126,-3.01,-1.2,0.95,-0.08,0.07,0.026,-3.056230558,-1.207258123,0.945515877,-0.080032017,0.069975511
19731127,-0.94,-0.38,0.05,0.04,-0.1,0.026,-0.944445883,-0.380723834,0.049987504,0.039992002,-0.100050033
19731128,1.98,0.05,-0.86,0.18,0.08,0.026,1.960652964,0.049987504,-0.86371934,0.179838194,0.079968017
19731129,-0.35,0.09,0.12,-0.44,0.25,0.026,-0.350613933,0.089959524,0.119928058,-0.440970849,0.24968802
19731130,-1.35,0.16,0.72,-0.45,0.12,0.026,-1.359195352,0.159872136,0.717420375,-0.451015548,0.119928058
19731203,-2.06,-0.32,0.18,-0.07,0,0.032,-2.081513971,-0.320513095,0.179838194,-0.070024511,0
19731204,-0.42,-0.47,-0.26,-0.12,-0.27,0.032,-0.420884477,-0.471107973,-0.260338587,-0.120072058,-0.270365157
19731205,-1.74,-0.61,0.16,-0.15,0.36,0.032,-1.755315925,-0.611868101,0.159872136,-0.150112613,0.359353551
19731206,2.25,-1.09,-0.38,0.2,-0.33,0.032,2.225060893,-1.095984024,-0.380723834,0.199800266,-0.330545701
19731207,2.19,0.35,0.72,-0.7,0.7,0.032,2.166363964,0.349388925,0.717420375,-0.702461494,0.697561374
19731210,1.5,-0.39,-0.38,-0.07,-0.08,0.032,1.488861249,-0.390762483,-0.380723834,-0.070024511,-0.080032017
19731211,-1.81,0.23,0.8,0.07,0.28,0.032,-1.826580881,0.229735905,0.796816965,0.069975511,0.27960873
19731212,-2.6,-0.04,0.67,-0.58,0.33,0.032,-2.634397534,-0.040008002,0.667765475,-0.581688532,0.329456695
19731213,-1.48,-0.22,0.88,-0.04,0.48,0.032,-1.491061274,-0.220242356,0.876150567,-0.040008002,0.478851673
19731214,0.97,-0.57,0.08,-0.25,0.23,0.032,0.965325703,-0.5716307,0.079968017,-0.250313022,0.229735905
19731217,-0.66,-0.02,0.58,-0.21,0.57,0.032,-0.662187631,-0.020002,0.578324476,-0.210220809,0.568381647
19731218,1.88,-1.04,-0.42,0.23,-0.39,0.032,1.862546412,-1.04544579,-0.420884477,0.229735905,-0.390762483
19731219,-0.02,-0.32,0.18,-0.26,0.07,0.032,-0.020002,-0.320513095,0.179838194,-0.260338587,0.069975511
19731220,-0.3,0.12,0.53,-0.67,0.33,0.032,-0.300450902,0.119928058,0.528600443,-0.672254576,0.329456695
19731221,-0.96,0.33,0.88,-0.21,0.03,0.032,-0.964637705,0.329456695,0.876150567,-0.210220809,0.029995501
19731224,-0.63,0.47,0.94,-0.82,0.51,0.032,-0.631992874,0.468898949,0.935609492,-0.823380493,0.508703905
19731226,2.71,-1.15,-0.85,0.69,-0.49,0.032,2.673929719,-1.156663637,-0.853633102,0.687630394,-0.491204436
19731227,1.96,-0.48,-0.72,0.35,0.08,0.032,1.941039352,-0.4811557,-0.722604509,0.349388925,0.079968017
19731228,-0.11,0.01,0.17,0.12,0.04,0.032,-0.110060544,0.0099995,0.169855664,0.119928058,0.039992002
19731231,0.2,0.57,0.16,-0.28,-0.32,0.032,0.199800266,0.568381647,0.159872136,-0.280392733,-0.320513095
19740102,0.26,1.39,1.21,-0.98,0.57,0.028,0.259662585,1.380428098,1.202738021,-0.984833605,0.568381647
19740103,2.32,1.59,0.94,-1.11,1.09,0.028,2.293497128,1.577491912,0.935609492,-1.116206471,1.084102318
19740104,-0.56,1.79,1.54,-1.12,1.17,0.028,-0.561573879,1.774168148,1.528262353,-1.126319228,1.163208423
19740107,-0.52,1.47,1.05,-0.91,0.78,0.028,-0.521356705,1.45930023,1.044525786,-0.914165792,0.776973726
